Search City,Job Title,Company,Location,Required Skills,Posted Date,Job URL,job_description_clean,training,sop,compliance,safety,certification,any_sop
Mumbai,Transport Executive,Cushman & Wakefield,Mumbai Suburban,Vehicle Management | Transport Management | Transport Operations | Route Planning | Gps Tracking | Route3 | GPS | Operations,3+ weeks ago,https://www.naukri.com/job-listings-transport-executive-cushman-wakefield-mumbai-suburban-3-to-8-years-260526019495,transport executive cushman & wakefield mumbai suburban vehicle management | transport management | transport operations | route planning | gps tracking | route3 | gps | operations,0,0,0,0,0,False
Mumbai,"Senior Associate, Specialist, Operations, Project Management",DBS Bank,Mumbai,Project management | Analytical | Machine learning | Banking | Data collection | Scheduling | Manager Quality Control | Operations,2 days ago,https://www.naukri.com/job-listings-senior-associate-specialist-operations-project-management-dbs-bank-ltd-mumbai-5-to-7-years-230626502305,"senior associate, specialist, operations, project management dbs bank mumbai project management | analytical | machine learning | banking | data collection | scheduling | manager quality control | operations",0,0,0,0,0,False
Mumbai,Duty Manager with CBRE (BKC),CBRE,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",MEP | Breakdown Maintenance | Report Preparation | AMC | BMS | Vendor Management | Bm | Reporting,6 days ago,https://www.naukri.com/job-listings-duty-manager-with-cbre-bkc-cbre-mumbai-mumbai-suburban-mumbai-all-areas-0-to-6-years-190626016235,"duty manager with cbre (bkc) cbre mumbai, mumbai suburban, mumbai (all areas) mep | breakdown maintenance | report preparation | amc | bms | vendor management | bm | reporting",0,0,0,0,0,False
Mumbai,Operations Staff - MEC,DHL Supply Chain,Mumbai,application software | project management | shipment | data analysis | process enhancement | logistics | general accounting | general ledger,1 week ago,https://www.naukri.com/job-listings-operations-staff-mec-dhl-global-forwarding-india-mumbai-6-to-8-years-160626503834,operations staff - mec dhl supply chain mumbai application software | project management | shipment | data analysis | process enhancement | logistics | general accounting | general ledger,0,0,0,0,0,False
Mumbai,Ops Trainer- Associate/Sr Associate,Delhivery,Mumbai (All Areas),Training And Development | Learning And Development | Operations | Training Coordination,1 week ago,https://www.naukri.com/job-listings-ops-trainer-associate-sr-associate-delhivery-mumbai-all-areas-1-to-6-years-120626023359,ops trainer- associate/sr associate delhivery mumbai (all areas) training and development | learning and development | operations | training coordination,1,0,0,0,0,True
Mumbai,Executive - Operations,Bottle Lab Technologies,Mumbai,cost reduction | operations management | team management | back office operations | back office | warehouse operations | customer service | logistics,3+ weeks ago,https://www.naukri.com/job-listings-executive-operations-bottle-lab-technologies-pvt-ltd-smartq-mumbai-0-to-2-years-220526504010,executive - operations bottle lab technologies mumbai cost reduction | operations management | team management | back office operations | back office | warehouse operations | customer service | logistics,0,0,0,0,0,False
Mumbai,Assistant Manager - Operations,K Raheja Corp,Mumbai,Operations | Communication Skills | Leadership | Operations Management | Quality Control | Management | Quality | Control,2 weeks ago,https://www.naukri.com/job-listings-assistant-manager-operations-k-raheja-corp-real-estate-private-limited-mumbai-4-to-7-years-050626923394,assistant manager - operations k raheja corp mumbai operations | communication skills | leadership | operations management | quality control | management | quality | control,0,0,0,0,0,False
Mumbai,Operations & Sales Executive,Hikerwolf,Mumbai,,Starts in 1-3 months,https://www.naukri.com/job-listings-operations-sales-executive-hikerwolf-mumbai-0-to-3-years-270324500054,operations & sales executive hikerwolf mumbai ,0,0,0,0,0,False
Mumbai,Executive - Operations,Bottle Lab Technologies,Mumbai,cost reduction | operations management | management skills | team management | warehouse operations | customer service | logistics | process improvement,3 weeks ago,https://www.naukri.com/job-listings-executive-operations-bottle-lab-technologies-pvt-ltd-smartq-mumbai-0-to-2-years-020626502697,executive - operations bottle lab technologies mumbai cost reduction | operations management | management skills | team management | warehouse operations | customer service | logistics | process improvement,0,0,0,0,0,False
Mumbai,WAREHOUSE EXECUTIVE (Receipts & Dispatch),Blue Dart Express Ltd,Mumbai,application software | dispatchinventory | operations | shipment | warehouse management | warehouse | communication skills | Dispatch,3+ weeks ago,https://www.naukri.com/job-listings-warehouse-executive-receipts-dispatch-blue-dart-express-ltd-mumbai-2-to-7-years-250326501138,warehouse executive (receipts & dispatch) blue dart express ltd mumbai application software | dispatchinventory | operations | shipment | warehouse management | warehouse | communication skills | dispatch,0,0,0,0,0,False
Mumbai,Executive - Warehouse Operations - Contract Logistics,DP World,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Outbound | Operations management | Warehouse | contract logistics | Warehouse Executive | Compliance | Warehouse operations | Inventory,3+ weeks ago,https://www.naukri.com/job-listings-executive-warehouse-operations-contract-logistics-dp-world-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-080825502552,"executive - warehouse operations - contract logistics dp world mumbai, kolkata, new delhi, hyderabad, pune, chennai, bengaluru outbound | operations management | warehouse | contract logistics | warehouse executive | compliance | warehouse operations | inventory",0,0,1,0,0,True
Mumbai,Dispatch Executive (Females Only),Sunanda Speciality Coatings,"Mumbai, Dadar",Dispatch Incharge | Dispatch Coordinator | Dispatch and admin | Dispatch | Dispatch Scheduling | Administration | Stock Management | Material Dispatch,3+ weeks ago,https://www.naukri.com/job-listings-dispatch-executive-females-only-sunanda-speciality-coatings-mumbai-dadar-1-to-5-years-310326024421,"dispatch executive (females only) sunanda speciality coatings mumbai, dadar dispatch incharge | dispatch coordinator | dispatch and admin | dispatch | dispatch scheduling | administration | stock management | material dispatch",0,0,0,0,0,False
Mumbai,"Billing And Dispatch Executive - Ghansoli, Mumbai - Female",Seven Consultancy,Mumbai,Billing | Dispatch | Inventory Management | Vendor Relations | Delivery Challan | Invoicing | Order Processing | Relationship,2 days ago,https://www.naukri.com/job-listings-billing-and-dispatch-executive-ghansoli-mumbai-female-seven-consultancy-mumbai-1-to-3-years-240626008306,"billing and dispatch executive - ghansoli, mumbai - female seven consultancy mumbai billing | dispatch | inventory management | vendor relations | delivery challan | invoicing | order processing | relationship",0,0,0,0,0,False
Mumbai,Dispatcher Executive ( CSE ),Navkar Business Services,Mumbai,Business services | CVS | Usage | Provident fund | PDF | Senior Executive | CAD | Medical insurance,3+ weeks ago,https://www.naukri.com/job-listings-dispatcher-executive-cse-navkar-business-services-mumbai-0-to-3-years-130224501426,dispatcher executive ( cse ) navkar business services mumbai business services | cvs | usage | provident fund | pdf | senior executive | cad | medical insurance,0,0,0,0,0,False
Mumbai,Sales Billing Dispatch Executive,Double Hr Consultancy,Mumbai,SAP FICO | Sales | Billing | Dispatch Executive | SAP Executive | Sales Bill | SAP | Dispatch,3+ weeks ago,https://www.naukri.com/job-listings-sales-billing-dispatch-executive-double-hr-consultancy-mumbai-2-to-4-years-031225502118,sales billing dispatch executive double hr consultancy mumbai sap fico | sales | billing | dispatch executive | sap executive | sales bill | sap | dispatch,0,0,0,0,0,False
Mumbai,Dispatch Executive,Ambetronics Engineers,Mumbai,Dispatch Planning | Dispatch Scheduling | Dispatch | Order Processing | Process | Order fulfillment | Processing | Scheduling,2 weeks ago,https://www.naukri.com/job-listings-dispatch-executive-ambetronics-engineers-mumbai-1-to-4-years-090626031956,dispatch executive ambetronics engineers mumbai dispatch planning | dispatch scheduling | dispatch | order processing | process | order fulfillment | processing | scheduling,0,0,0,0,0,False
Mumbai,Dispatch Executive,Quiz Electronics Llp,Mumbai(Vasai East),Tally ERP | Communication Skills | Excel | Dispatch | Hindi | MS Office | Microsoft | Tally,2 days ago,https://www.naukri.com/job-listings-dispatch-executive-quiz-electronics-llp-mumbai-0-to-2-years-230626934890,dispatch executive quiz electronics llp mumbai(vasai east) tally erp | communication skills | excel | dispatch | hindi | ms office | microsoft | tally,0,0,0,0,0,False
Mumbai,Dispatch Executive,Convocare Hr & Counselling,Mumbai,Transport Executive | Transport management | Routing | Dispatch Executive | Logistics | Sales achievement | Transportation | Sales,3+ weeks ago,https://www.naukri.com/job-listings-dispatch-executive-convocare-hr-counselling-services-llp-mumbai-2-to-4-years-190326501688,dispatch executive convocare hr & counselling mumbai transport executive | transport management | routing | dispatch executive | logistics | sales achievement | transportation | sales,0,0,0,0,0,False
Mumbai,Dispatch Executive,Gemtree Natural Produce,Mumbai,grn | dispatch | supply chain | warehouse operations | warehouse management | logistics operations | logistics | warehouse,3+ weeks ago,https://www.naukri.com/job-listings-dispatch-executive-gemtree-mumbai-1-to-4-years-100725501560,dispatch executive gemtree natural produce mumbai grn | dispatch | supply chain | warehouse operations | warehouse management | logistics operations | logistics | warehouse,0,0,0,0,0,False
Mumbai,Dispatch Executive,Vinson Logistics,Mumbai(Taloja),Inbound Logistics | SAP | Dispatch | Dispatch Planning | Outbound Logistics | GRN | E Way Bill | Warehouse Operations,3 weeks ago,https://www.naukri.com/job-listings-dispatch-executive-vinson-logistics-mumbai-3-to-5-years-040626021654,dispatch executive vinson logistics mumbai(taloja) inbound logistics | sap | dispatch | dispatch planning | outbound logistics | grn | e way bill | warehouse operations,0,0,0,0,0,False
Mumbai,Dispatch Executive,s d fiNE CHEM (SDFCL),Mumbai,SAP | Chemical | PDF | Sales | MS Word | Executive management | Sales accounting | Management,3+ weeks ago,https://www.naukri.com/job-listings-dispatch-executive-s-d-fine-chem-limited-mumbai-5-to-10-years-070325500582,dispatch executive s d fine chem (sdfcl) mumbai sap | chemical | pdf | sales | ms word | executive management | sales accounting | management,0,0,0,0,0,False
Mumbai,Logistics Executive,Testing Grounds,Mumbai(Wadala),Export Operations | Vendor Management | Supply Chain Management | Transportation Management | Logistics Management | Export Documentation | MS Excel | International Shipping,1 day ago,https://www.naukri.com/job-listings-logistics-executive-testing-grounds-mumbai-0-to-2-years-250626922539,logistics executive testing grounds mumbai(wadala) export operations | vendor management | supply chain management | transportation management | logistics management | export documentation | ms excel | international shipping,0,0,0,0,0,False
Mumbai,Billing Dispatch Executive,Enrg,"Mumbai, New Delhi, Pune",Tally | Excel | Accounting | MIS | Billing | Packaging | MS Office | Dispatch Executive,3+ weeks ago,https://www.naukri.com/job-listings-billing-dispatch-executive-enrg-mumbai-new-delhi-pune-3-to-4-years-031224508528,"billing dispatch executive enrg mumbai, new delhi, pune tally | excel | accounting | mis | billing | packaging | ms office | dispatch executive",0,0,0,0,0,False
Mumbai,Billing Dispatch Executive,Rims Marketing,"Mumbai, New Delhi, Pune",Tally | Excel | Accounting | MIS | Billing | Packaging | Dispatch Executive | MS Office,3+ weeks ago,https://www.naukri.com/job-listings-billing-dispatch-executive-lakdi-mumbai-new-delhi-pune-3-to-4-years-300925504655,"billing dispatch executive rims marketing mumbai, new delhi, pune tally | excel | accounting | mis | billing | packaging | dispatch executive | ms office",0,0,0,0,0,False
Delhi,Fleet Supervisor,Acko,Gurugram,fleet | data management | team management | administration | presentation skills | logistics | problem solving | analysis,3+ weeks ago,https://www.naukri.com/job-listings-fleet-supervisor-acko-gurugram-1-to-3-years-241225503950,fleet supervisor acko gurugram fleet | data management | team management | administration | presentation skills | logistics | problem solving | analysis,0,0,0,0,0,False
Delhi,Fleet Executive,Euride India,"Delhi / NCR, Noida(Sector 49)",Fleet | Transport Operations | Route Planning | Vehicle Management | Fleet Operations | Tracking | Transportation | Logistics Operations,1 day ago,https://www.naukri.com/job-listings-fleet-executive-euride-india-noida-delhi-ncr-0-to-2-years-240626929655,"fleet executive euride india delhi / ncr, noida(sector 49) fleet | transport operations | route planning | vehicle management | fleet operations | tracking | transportation | logistics operations",0,0,0,0,0,False
Delhi,Transport Executive || Noida and Bhubaneswar || Night Shift - 10pm-7am,Delhivery,"Noida, Bhubaneswar, Chandigarh",Vehicle Management | Fleet | Route Planning | Cargo | Fleet Operations | Full Truck Load | Transportation | Trucking,6 days ago,https://www.naukri.com/job-listings-transport-executive-noida-and-bhubaneswar-night-shift-10pm-7am-delhivery-noida-bhubaneswar-chandigarh-2-to-7-years-190626011933,"transport executive || noida and bhubaneswar || night shift - 10pm-7am delhivery noida, bhubaneswar, chandigarh vehicle management | fleet | route planning | cargo | fleet operations | full truck load | transportation | trucking",0,0,0,0,0,False
Delhi,Fleet Executive,BVC Logistics,New Delhi,Fleet Management | Fleet Operations | Fleet Maintenance | Vehicle Tracking | Gps Tracking | Route Planning | Excel Report Preparation | Transport Operations,1 day ago,https://www.naukri.com/job-listings-fleet-executive-bvc-logistics-new-delhi-1-to-6-years-150426029874,fleet executive bvc logistics new delhi fleet management | fleet operations | fleet maintenance | vehicle tracking | gps tracking | route planning | excel report preparation | transport operations,0,0,0,0,0,False
Delhi,Fleet Supervisor - Pharmaceutical Logistics,Estalvis Advisors,Gurugram,Supply chain | SAP | Pharma | Fleet Supervisor | Oracle | Load balancing | Distribution network | Operations,3+ weeks ago,https://www.naukri.com/job-listings-fleet-supervisor-pharmaceutical-logistics-estalvis-advisors-private-limited-gurugram-3-to-5-years-250226503315,fleet supervisor - pharmaceutical logistics estalvis advisors gurugram supply chain | sap | pharma | fleet supervisor | oracle | load balancing | distribution network | operations,0,0,0,0,0,False
Delhi,Transport Coordinator,School,Noida,Vehicle Management | Fuel Management | Vehicle Tracking | Route Planning | Transport Operations | Fleet Operations | Vehicle Maintenance | Fleet Management,1 week ago,https://www.naukri.com/job-listings-transport-coordinator-jj-india-delhi-noida-5-to-10-years-130626012651,transport coordinator school noida vehicle management | fuel management | vehicle tracking | route planning | transport operations | fleet operations | vehicle maintenance | fleet management,0,0,0,0,0,False
Delhi,Manager - Operations and Vetting - Celcius Tech,Fleet Management,Gurugram,Training | Due diligence | Fleet management | Performance management | SAR | Inspection | Customer experience | Continuous improvement,3+ weeks ago,https://www.naukri.com/job-listings-manager-operations-and-vetting-celcius-tech-fleet-management-gurugram-10-to-14-years-060226502372,manager - operations and vetting - celcius tech fleet management gurugram training | due diligence | fleet management | performance management | sar | inspection | customer experience | continuous improvement,1,0,0,0,0,True
Delhi,Supervisor (EV Fleet Operations),Indus Motors Green,New Delhi,Payroll | ERP | Operations Manager | MIS | Process improvement | Data Analyst | Data mining | Business intelligence,3+ weeks ago,https://www.naukri.com/job-listings-supervisor-ev-fleet-operations-indus-motors-green-new-delhi-2-to-7-years-200226500015,supervisor (ev fleet operations) indus motors green new delhi payroll | erp | operations manager | mis | process improvement | data analyst | data mining | business intelligence,0,0,0,0,0,False
Delhi,Transport Executive,Vinayak Enterprises,New Delhi,Truck Booking | Heavy truck placement | Freight Cooridnation | Vehicle Placement | Local Transport Network | FTL Coordination | Route Corodination | Transport Coordination,3+ weeks ago,https://www.naukri.com/job-listings-transport-executive-vinayak-enterprises-new-delhi-2-to-3-years-250526005782,transport executive vinayak enterprises new delhi truck booking | heavy truck placement | freight cooridnation | vehicle placement | local transport network | ftl coordination | route corodination | transport coordination,0,0,0,0,0,False
Delhi,Service Advisor,Ring Road Hond,Gurugram,ERP | vehicle maintenance | Interpersonal skills | PDF | Time management | Service Advisor | HTML | Customer service,3+ weeks ago,https://www.naukri.com/job-listings-service-advisor-ring-road-honda-gurugram-3-to-7-years-260825500049,service advisor ring road hond gurugram erp | vehicle maintenance | interpersonal skills | pdf | time management | service advisor | html | customer service,0,0,0,0,0,False
Delhi,Transport Executive,Ferns N Petals,New Delhi(Chattarpur),Fleet Management | Transportation | Route Planning | Management | Fleet | Planning | Route3,1 week ago,https://www.naukri.com/job-listings-transport-executive-ferns-n-petals-new-delhi-5-to-10-years-180626016188,transport executive ferns n petals new delhi(chattarpur) fleet management | transportation | route planning | management | fleet | planning | route3,0,0,0,0,0,False
Delhi,Fleet Officer / Incharge - Males Only,Metrro Waste Handling,"New Delhi(Vinod Nagar East), Delhi / NCR(Shahdara)",Logistics Operations | Route Planning | Vehicle Management | Fleet Management | Vehicle Tracking | Transportation | collection and transportation | Transport Operations,1 week ago,https://www.naukri.com/job-listings-fleet-officer-incharge-males-only-metrro-waste-handling-new-delhi-delhi-ncr-5-to-10-years-060325008505,"fleet officer / incharge - males only metrro waste handling new delhi(vinod nagar east), delhi / ncr(shahdara) logistics operations | route planning | vehicle management | fleet management | vehicle tracking | transportation | collection and transportation | transport operations",0,0,0,0,0,False
Delhi,Airport Ground Staff,Namo Airways,Delhi / NCR,airport operations | insurance | ground staff | medical | operations | ticketing | skill development | aviation,1 day ago,https://www.naukri.com/job-listings-airport-ground-staff-namo-airways-delhi-ncr-0-to-2-years-250626925246,airport ground staff namo airways delhi / ncr airport operations | insurance | ground staff | medical | operations | ticketing | skill development | aviation,0,0,0,0,0,False
Delhi,Airport Ground Staff,Namo Airways,Delhi / NCR,Communication skills | insurance | ground staff | medical | operations | ticketing | skill development | aviation,1 day ago,https://www.naukri.com/job-listings-airport-ground-staff-namo-airways-delhi-ncr-0-to-1-years-250626925228,airport ground staff namo airways delhi / ncr communication skills | insurance | ground staff | medical | operations | ticketing | skill development | aviation,0,0,0,0,0,False
Delhi,Airport Ground Staff,Namo Airways,Noida,Airport Operations | Customer Service at Airport | Airport Operations Executive | Baggage Handling Staff | Check-in Assistant | Airport Ground Staff | Air Ticketing Executive | Passenger Service Agent,1 day ago,https://www.naukri.com/job-listings-airport-ground-staff-namo-airways-noida-0-to-1-years-250626925198,airport ground staff namo airways noida airport operations | customer service at airport | airport operations executive | baggage handling staff | check-in assistant | airport ground staff | air ticketing executive | passenger service agent,0,0,0,0,0,False
Delhi,Operations Manager,Stratsmith,New Delhi(Hauz Khas),Team Handling | Operations | Escalation Management | Last Mile Delivery | Urban Transport | Operations Team Handling | Logistics Operations | Route Planning,2 weeks ago,https://www.naukri.com/job-listings-operations-manager-stratsmith-delhi-new-delhi-2-to-7-years-090626011515,operations manager stratsmith new delhi(hauz khas) team handling | operations | escalation management | last mile delivery | urban transport | operations team handling | logistics operations | route planning,0,0,0,0,0,False
Delhi,Airport Ground Staff,Namo Airways,Ghaziabad,Communication skills | Customer Service at Airport | Airport Operations Executive | Baggage Handling Staff | Check-in Assistant | Airport Ground Staff | Air Ticketing Executive | Passenger Service Agent,1 day ago,https://www.naukri.com/job-listings-airport-ground-staff-namo-airways-ghaziabad-0-to-3-years-250626925149,airport ground staff namo airways ghaziabad communication skills | customer service at airport | airport operations executive | baggage handling staff | check-in assistant | airport ground staff | air ticketing executive | passenger service agent,0,0,0,0,0,False
Delhi,Process Associate - Insurance - Noida,Genpact,"New Delhi, Noida, Gurugram",insurance | claims | Property And Casualty Insurance | Insurance Claims | Property And Casualty | Claims Processing | Processing | Process,1 week ago,https://www.naukri.com/job-listings-process-associate-insurance-noida-genpact-noida-new-delhi-gurugram-0-to-3-years-080626008486,"process associate - insurance - noida genpact new delhi, noida, gurugram insurance | claims | property and casualty insurance | insurance claims | property and casualty | claims processing | processing | process",0,0,0,0,0,False
Delhi,Process Associate - Insurance - Noida,Genpact,"New Delhi, Noida, Gurugram",insurance | claims | Property And Casualty Insurance | Insurance Claims | Property And Casualty | Claims Processing | Process | Processing,2 weeks ago,https://www.naukri.com/job-listings-process-associate-insurance-noida-genpact-noida-new-delhi-gurugram-0-to-3-years-080626008185,"process associate - insurance - noida genpact new delhi, noida, gurugram insurance | claims | property and casualty insurance | insurance claims | property and casualty | claims processing | process | processing",0,0,0,0,0,False
Delhi,Operations Assistant Manager - International,TP,Gurugram,operations | operations management | communication | customer experience | process improvements | International | Process | Communication skills,2 weeks ago,https://www.naukri.com/job-listings-operations-assistant-manager-international-teleperformance-global-business-private-limited-gurugram-3-to-8-years-100626928510,operations assistant manager - international tp gurugram operations | operations management | communication | customer experience | process improvements | international | process | communication skills,0,0,0,0,0,False
Delhi,WAREHOUSE EXECUTIVE (Receipts & Dispatch),Delhivery,New Delhi,WAREHOUSE EXECUTIVE (Receipts & Dispatch) | Warehouse | Dispatch | Receipt,3+ weeks ago,https://www.naukri.com/job-listings-warehouse-executive-receipts-dispatch-delhivery-limited-new-delhi-2-to-5-years-240326505532,warehouse executive (receipts & dispatch) delhivery new delhi warehouse executive (receipts & dispatch) | warehouse | dispatch | receipt,0,0,0,0,0,False
Delhi,Supply Chain Executive,Delhivery,New Delhi,cost reduction | supply chain | negotiation | logistics | operationsvendor | supply | communication skills | Cost,3+ weeks ago,https://www.naukri.com/job-listings-supply-chain-executive-delhivery-limited-new-delhi-1-to-4-years-240326506537,supply chain executive delhivery new delhi cost reduction | supply chain | negotiation | logistics | operationsvendor | supply | communication skills | cost,0,0,0,0,0,False
Delhi,Executive - Warehouse Operations - Contract Logistics,DP World,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",Outbound | Operations management | Warehouse | contract logistics | Warehouse Executive | Compliance | Warehouse operations | Inventory,3+ weeks ago,https://www.naukri.com/job-listings-executive-warehouse-operations-contract-logistics-dp-world-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-080825502552,"executive - warehouse operations - contract logistics dp world new delhi, kolkata, mumbai, hyderabad, pune, chennai, bengaluru outbound | operations management | warehouse | contract logistics | warehouse executive | compliance | warehouse operations | inventory",0,0,1,0,0,True
Delhi,Dispatch Executive,Euride India,"Delhi / NCR, Noida(Sector 49)",MS Excel | Dispatch | Supply Chain Management | Delivery | Tracking | Dispatch Planning | Dispatch Scheduling | Material Receipt,1 day ago,https://www.naukri.com/job-listings-dispatch-executive-euride-india-noida-delhi-ncr-1-to-3-years-240626930722,"dispatch executive euride india delhi / ncr, noida(sector 49) ms excel | dispatch | supply chain management | delivery | tracking | dispatch planning | dispatch scheduling | material receipt",0,0,0,0,0,False
Delhi,Store and Dispatch Executive,Vinsak,Gurugram,Inventory Management | Dispatch | GRN | Material Management | Raw Material Procurement | Raw material | Material procurement | Stores,1 week ago,https://www.naukri.com/job-listings-store-and-dispatch-executive-vinsak-gurugram-3-to-5-years-120626019526,store and dispatch executive vinsak gurugram inventory management | dispatch | grn | material management | raw material procurement | raw material | material procurement | stores,0,0,0,0,0,False
Delhi,Dispatch Executive,Euride Gmbh,Gurugram(Sector 49),Backend Operations | Logistics Operations | Logistics | Outbound Logistics | Vehicle Tracking | Dispatch | Route Planning | Route3,3 weeks ago,https://www.naukri.com/job-listings-dispatch-executive-euride-gmbh-gurugram-1-to-3-years-050526016876,dispatch executive euride gmbh gurugram(sector 49) backend operations | logistics operations | logistics | outbound logistics | vehicle tracking | dispatch | route planning | route3,0,0,0,0,0,False
Delhi,Dispatch Executive,Career Solutions,New Delhi(Narela),Dispatch | E Way Bill | Supply Chain Management | Dispatch Planning | Logistics | GRN | SAP | Inward,3+ weeks ago,https://www.naukri.com/job-listings-dispatch-executive-career-solutions-new-delhi-1-to-6-years-280526026230,dispatch executive career solutions new delhi(narela) dispatch | e way bill | supply chain management | dispatch planning | logistics | grn | sap | inward,0,0,0,0,0,False
Delhi,Dispatch Executive,Trident Logistics,Remote,Spoken English | English | Dispatch | Supply Chain Management | English Language | Logistics | Dispatch Planning | Supply,1 week ago,https://www.naukri.com/job-listings-dispatch-executive-trident-logistics-new-delhi-1-to-4-years-160626027744,dispatch executive trident logistics remote spoken english | english | dispatch | supply chain management | english language | logistics | dispatch planning | supply,0,0,0,0,0,False
